model,val_timestamp,MSE,RMSE,MAPE,sMAPE,MAE,Huber_loss
LSTM_2_look72_overlap72,2008-01-01 06:00:00,37113.19928706473,192.64786343758067,95.2564890256811,173.3056454062846,149.25519273837406,148.75518798828125
LSTM_2_look72_overlap72,2008-04-01 06:00:00,108192.82675633983,328.92678023587536,123.11673330028319,160.83276808014506,238.75217482805252,238.25218200683594
LSTM_2_look72_overlap72,2008-07-01 06:00:00,216075.9453565892,464.83969855917985,117.0208844209331,145.36062022992985,330.7353460849325,330.2353515625
LSTM_2_look72_overlap72,2008-10-01 06:00:00,121717.77157368288,348.880741190572,95.66289027252138,162.6775681634202,249.79876708673933,249.29876708984375
LSTM_2_look96_overlap96,2008-01-01 06:00:00,52255.30597350469,228.59419496895518,154.06387030968247,197.6139465678913,161.02778297275304,160.5277862548828
LSTM_2_look96_overlap96,2008-04-01 06:00:00,118037.4556337307,343.56579520337976,120.69537537138307,178.60849341870028,241.83591887831687,241.3393096923828
LSTM_2_look96_overlap96,2008-07-01 06:00:00,235961.50853332356,485.7586937290197,172.0950897260613,162.18967482055885,369.2487884813548,368.748779296875
LSTM_2_look96_overlap96,2008-10-01 06:00:00,126486.58325812874,355.64952306748387,116.10303772911017,175.1658455047158,257.7981011786591,257.30743408203125
GRU_2_look48_overlap1,2008-01-01 06:00:00,25493.8589909744,159.66796482380053,92.10840493372598,141.73002166547096,132.80172195732595,132.3017120361328
GRU_2_look48_overlap1,2008-04-01 06:00:00,51304.80129747567,226.50563193323842,112.53741860159225,131.93809460097467,187.0472534831365,186.5472412109375
GRU_2_look48_overlap1,2008-07-01 06:00:00,247176.12344486426,497.1681038088267,135.31272309616827,150.0451816498834,425.6590660349528,425.1590881347656
GRU_2_look48_overlap1,2008-10-01 06:00:00,64514.91814108032,253.99787034752933,85.2995823955613,138.710801274734,202.8811511596044,202.3811492919922
GRU_2_look48_overlap24,2008-01-01 06:00:00,42842.62442045142,206.9845994765104,111.2492867417538,189.08072271711953,147.22866414507232,146.72866821289062
GRU_2_look48_overlap24,2008-04-01 06:00:00,129159.90222460397,359.38823328623874,98.23884060879587,174.93498927740447,246.20026633702219,245.7038116455078
GRU_2_look48_overlap24,2008-07-01 06:00:00,235006.00520495613,484.7741795980435,107.45937545623723,152.13547618847338,339.14395247826974,338.6439514160156
GRU_2_look48_overlap24,2008-10-01 06:00:00,137659.38161258402,371.02477223574175,87.62372105555521,174.79699485411084,251.39664619348943,250.9011993408203
GRU_2_look48_overlap48,2008-01-01 06:00:00,52892.25454567291,229.98316143942563,152.728923790964,177.5522446240001,180.68210639645656,180.1820831298828
GRU_2_look48_overlap48,2008-04-01 06:00:00,121089.18726690362,347.9787166866727,197.30755304604932,169.73626692704275,271.1676687179009,270.6676940917969
GRU_2_look48_overlap48,2008-07-01 06:00:00,244829.78524580845,494.8027740886347,171.2959352251574,160.67327987645658,380.6503235701721,380.1503601074219
GRU_2_look48_overlap48,2008-10-01 06:00:00,140975.57938003488,375.46714820345454,155.6597693986231,170.07332332850245,288.68060361365474,288.1806335449219
GRU_2_look72_overlap1,2008-01-01 06:00:00,1962.0630791021376,44.29518121762386,30.940251147944576,130.2854551711634,30.728696527323915,30.25191307067871
GRU_2_look72_overlap1,2008-04-01 06:00:00,6256.831061170647,79.10013312991734,52.82669536239959,107.46480790547086,51.54128764251868,51.0474853515625
GRU_2_look72_overlap1,2008-07-01 06:00:00,6462.894212734216,80.39212780325083,37.4538351007766,96.69633383195392,65.48660225828489,64.98660278320312
GRU_2_look72_overlap1,2008-10-01 06:00:00,4409.991024768205,66.40776328689444,25.390538320257168,115.46820467101375,49.23988628288111,48.73988723754883
GRU_2_look72_overlap36,2008-01-01 06:00:00,4623.451003901987,67.99596314416016,28.131534272152443,133.63179888917924,46.318062356238556,45.823360443115234
GRU_2_look72_overlap36,2008-04-01 06:00:00,5344.17752284526,73.10388172214428,26.967083931459396,106.74480178018459,54.14610469818115,53.6461067199707
GRU_2_look72_overlap36,2008-07-01 06:00:00,5534.90919593132,74.39697034107854,35.32766115917596,93.3911093957625,61.941581916411714,61.441585540771484
GRU_2_look72_overlap36,2008-10-01 06:00:00,10995.899038172167,104.86133242607671,26.705745821528865,114.16017564836348,77.30350815296174,76.80350494384766
GRU_2_look72_overlap72,2008-01-01 06:00:00,57989.56845735718,240.81023329035912,156.39973092427502,188.17425738878813,199.93958902160327,199.44078063964844
GRU_2_look72_overlap72,2008-04-01 06:00:00,154627.2170422331,393.22667386919863,159.39258408596874,179.4314629189473,300.33714416821795,299.8371276855469
GRU_2_look72_overlap72,2008-07-01 06:00:00,267104.8460544094,516.8218707198927,139.6311093329208,175.2666250345052,381.9771742352843,381.4772033691406
GRU_2_look72_overlap72,2008-10-01 06:00:00,148822.47736598024,385.7751642679713,114.87148655913168,182.14311732386494,283.89021583557127,283.3902282714844
GRU_2_look96_overlap1,2008-01-01 06:00:00,2017.2006798393902,44.913257283784155,24.80444127080782,130.79262227216384,35.31987966696421,34.82352828979492
GRU_2_look96_overlap1,2008-04-01 06:00:00,3182.3317538016963,56.41215962717343,29.6650644096982,102.01656075537863,33.904126362005876,33.41006088256836
GRU_2_look96_overlap1,2008-07-01 06:00:00,10048.218394035022,100.24080204205782,39.04231498101887,101.23092301547152,76.19745591680208,75.69745635986328
GRU_2_look96_overlap1,2008-10-01 06:00:00,6124.627007697168,78.25999621580088,22.383521238861658,112.85433136494807,53.934677176872896,53.43658447265625
GRU_2_look96_overlap48,2008-01-01 06:00:00,40947.26894556435,202.35431536185322,125.39881875485376,185.42282453172936,152.2286901582281,151.72869873046875
GRU_2_look96_overlap48,2008-04-01 06:00:00,119763.18366458814,346.06817776933514,161.66480034265368,173.61835605173522,251.46991841673852,250.9699249267578
GRU_2_look96_overlap48,2008-07-01 06:00:00,247707.53424143195,497.7022546075434,150.2324948865783,161.04006466408762,368.89364088118083,368.3936462402344
GRU_2_look96_overlap48,2008-10-01 06:00:00,137000.38448396235,370.1356298493329,125.89085415897827,173.28819011705613,269.9609915926556,269.4610900878906
GRU_2_look96_overlap96,2008-01-01 06:00:00,39695.20456480855,199.23655428863586,124.68018216638303,180.7815517945586,150.799907523791,150.29991149902344
GRU_2_look96_overlap96,2008-04-01 06:00:00,109644.84187137209,331.1266251320967,170.95270475705462,172.4574150038667,253.3204320547978,252.8204345703125
GRU_2_look96_overlap96,2008-07-01 06:00:00,228031.1588540223,477.5260818573393,160.31677375330852,160.56307068088665,360.8697120715803,360.3795471191406
GRU_2_look96_overlap96,2008-10-01 06:00:00,129584.85175819501,359.9789601604447,139.33157639671018,173.82513378579645,271.7954710646471,271.29547119140625
GRU_1_look48_overlap1,2008-01-01 06:00:00,3059.17849596636,55.30984086007082,26.2723887018299,131.42967621876994,43.74894457340241,43.24894332885742
GRU_1_look48_overlap1,2008-04-01 06:00:00,3228.6191520534467,56.82093938024473,35.42567780553461,103.51817528690248,41.63482092857361,41.134822845458984
GRU_1_look48_overlap1,2008-07-01 06:00:00,6011.66888931119,77.53495269432483,29.239885750797036,94.58384135394944,65.27139119386673,64.77139282226562
